,Year,Month,Country,Area,Type,Activity,Sex,Age,Fatal,Injury,Species,Size (min),Size (max)
2259,1997,Feb,AUSTRALIA,Queensland,Unprovoked,Scuba diving,M,30.0,N,Minor,,200.0,300.0
2260,1997,Feb,USA,Hawaii,Unprovoked,,M,,,,,,
2261,1997,Feb,REUNION,L'Etang-Sale,Unprovoked,,M,,N,Minor,,,
2262,1997,Feb,AUSTRALIA,New South Wales,Boating,Rowing ,F,49.0,N,Minor,,,
2263,1997,Jan,AUSTRALIA,Queensland,Unprovoked,Snorkeling,M,27.0,N,Moderate,,183.0,213.0
2264,1997,Jan,AUSTRALIA,Western Australia,Unprovoked,Windsurfing,M,41.0,Y,Fatal,,450.0,450.0
2265,1997,Jan,REUNION,,Unprovoked,Spearfishing,M,,Y,Fatal,Bull,,
2266,1997,Jan,AUSTRALIA,Victoria,Boating,Watching seals,,,N,Minor,White,,
2267,1996,Dec,AUSTRALIA,Queensland,Unprovoked,Surfing,M,18.0,,,,,
2268,1996,Dec,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,,N,Minor,White,,
2269,1996,Dec,NEW CALEDONIA,,Unprovoked,Spearfishing,M,,Y,Fatal,,,
2270,1996,Dec,NEW CALEDONIA,South Province,Unprovoked,Attempting to attract dolphins,F,,N,Minor,,,
2271,1996,Nov,USA,California,Unprovoked,Surfing,M,45.0,N,Moderate,,305.0,503.0
2272,1996,Nov,USA,Florida,Unprovoked,Surfing,M,26.0,N,Minor,,,
2273,1996,Oct,BRAZIL,Pernambuco,Unprovoked,Surfing,,,N,Minor,,,
2274,1996,Oct,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,,,,
2275,1996,Oct,OKINAWA,Miyako Island,Unprovoked,Swimming or snorkeling,M,,Y,Fatal,,,
2276,1996,Oct,USA,California,Unprovoked,Surfing,M,22.0,N,Minor,,549.0,610.0
2277,1996,Oct,USA,Florida,Unprovoked,Surfing,M,21.0,N,Moderate,,120.0,120.0
2278,1996,Oct,USA,California,Unprovoked,Surfing,M,31.0,N,Minor,,500.0,500.0
2279,1996,Oct,BRAZIL,Pernambuco,Unprovoked,,,,N,,,,
2280,1996,Sep,USA,Florida,Unprovoked,Swimming,M,14.0,N,Moderate,,,
2281,1996,Sep,NEW ZEALAND,Chatham Islands ,Unprovoked,Diving for abalone,M,23.0,N,Major,White,,
2282,1996,Sep,USA,Florida,Unprovoked,Surfing / Swimming,M,19.0,N,Moderate,,,
2283,1996,Sep,USA,Florida,Unprovoked,Standing,M,5.0,N,Minor,,,
2284,1996,Sep,USA,Florida,Unprovoked,Sitting on surfboard,M,28.0,N,Moderate,,,
2285,1996,Sep,USA,South Carolina,Invalid,Boogie boarding,F,28.0,,Moderate,,,
2286,1996,Sep,SOUTH AFRICA,KwaZulu-Natal,Provoked,Spearfishing,M,29.0,N,Minor,White,,
2287,1996,Aug,USA,Hawaii,Unprovoked,Body Boarding,M,19.0,N,Minor,,240.0,240.0
2288,1996,Aug,USA,California,Unprovoked,Free diving for abalone,M,36.0,N,Moderate,,600.0,600.0
2289,1996,Aug,USA,Florida,Unprovoked,Wade fishing,M,21.0,N,Minor,,183.0,213.0
2290,1996,Jul,USA,Florida,Unprovoked,Standing,F,8.0,N,,,,
2291,1996,Jul,OKINAWA,Miyako,Unprovoked,Swimming,M,52.0,Y,Fatal,,500.0,500.0
2292,1996,Jul,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba",Unprovoked,Free diving with a pod of dolphins,M,,N,Minor,,,
2293,1996,Jul,USA,Massachusetts,Unprovoked,Swimming,M,46.0,N,Moderate,,183.0,183.0
2294,1996,Jul,USA,Florida,Unprovoked,Swimming,M,9.0,N,Moderate,,,
2295,1996,Jul,USA,Hawaii,Unprovoked,,,,,,,,
2296,1996,Jul,USA,Florida,Unprovoked,,M,18.0,N,Minor,,,
2297,1996,Jul,USA,Florida,Unprovoked,Standing,F,63.0,N,Moderate,,152.0,183.0
2298,1996,Jul,BAHAMAS,Cat Cay,Unprovoked,Diving,M,24.0,N,Moderate,,,
2299,1996,Jun,USA,South Carolina,Unprovoked,Body surfing,F,24.0,N,Moderate,,,
2300,1996,Jun,AUSTRALIA,Victoria,Unprovoked,Surfing,M,,N,Minor,,400.0,400.0
2301,1996,Jun,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Surfing,M,,N,,,,
2302,1996,May,SOUTH AFRICA,Western Cape Province,Unprovoked,Surfing,M,17.0,N,Minor,,250.0,250.0
2303,1996,May,AUSTRALIA,New South Wales,Invalid,Tech diving ,M,45.0,Y,Fatal,,,
2304,1996,May,USA,Florida,Unprovoked,Surfing,M,22.0,N,Minor,,120.0,120.0
2305,1996,May,SOUTH KOREA,,Unprovoked,Shell Diving,M,33.0,Y,Fatal,,,
2306,1996,May,USA,Florida,Unprovoked,Surfing,M,27.0,N,Minor,,61.0,91.0
2307,1996,Apr,USA,Hawaii,Unprovoked,,M,,,,,,
2308,1996,Apr,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,11.0,N,Moderate,Wobbegong,,
2309,1996,Apr,AUSTRALIA,New South Wales,Unprovoked,Swimming,F,16.0,N,Moderate,Wobbegong,,
2310,1996,Apr,BRAZIL,Pernambuco,Unprovoked,Swimming,M,,Y,Fatal,,,
2311,1996,Mar,AUSTRALIA,Queensland,Unprovoked,Swimming breast stoke,F,47.0,N,Moderate,Tiger,,
2312,1996,Mar,AUSTRALIA,New South Wales,Unprovoked,Fishing in knee-deep water,M,7.0,N,Minor,,150.0,150.0
2313,1996,Feb,AUSTRALIA,New South Wales,Unprovoked,Dived naked into the water on a bet,M,24.0,N,Minor,Bronze whaler,,
2314,1996,Feb,USA,Missouri,Provoked,Swimming in fish tank,F,32.0,N,Minor,,,
2315,1996,Feb,PAPUA NEW GUINEA,Madang Province,Unprovoked,,M,,Y,Fatal,,,
2316,1996,Feb,PAPUA NEW GUINEA,Madang Province,Unprovoked,,,,N,,,,
2317,1996,Feb,PAPUA NEW GUINEA,Madang Province,Unprovoked,Diving ,,14.0,Y,Fatal,,,
2318,1996,Feb,DOMINICAN REPUBLIC,12 miles off the north coast,Sea Disaster,Boeing 757 enroute from Porta Plata plunged into the sea,,,Y,Minor,,,
2319,1996,Feb,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,7.0,N,Minor,,,
2320,1996,Jan,USA,Florida,Provoked,Wading,M,33.0,N,Minor,,90.0,90.0
2321,1996,Jan,AUSTRALIA,Queensland,Unprovoked,Swimming,F,13.0,N,Moderate,Bronze whaler,,
2322,1996,Jan,USA,Hawaii,Unprovoked,Swimming with mask & snorkel,M,53.0,N,Moderate,,,
2323,1996,Jan,AUSTRALIA,Western Australia,Unprovoked,,,,,,,,
2324,1996,Jan,AUSTRALIA,New South Wales,Boating,Chumming for sharks,,,N,Minor,,430.0,430.0
2325,1996,Jan,REUNION,Saint-Paul ,Unprovoked,Surfing,M,25.0,Y,Fatal,,,
2326,1996,,FIJI,Taveuni,Unprovoked,,M,,Y,Fatal,,250.0,250.0
2327,1996,,USA,North Carolina,Unprovoked,Surfing,M,,N,,Tiger,,
2328,1995,Dec,USA,Hawaii,Unprovoked,,M,,,,,,
2329,1995,Nov,NEW ZEALAND,"Chatham Islands, east of New  Zealand",Unprovoked,"Diving, gathering shellfish",M,22.0,N,Moderate,,500.0,500.0
2330,1995,Nov,USA,Hawaii,Invalid,,M,,,Minor,,,
2331,1995,Nov,NORTHERN ARABIAN SEA,,Unprovoked,Fell off aircraft carrier,M,,N,Minor,,,
2332,1995,Nov,AUSTRALIA,Queensland,Unprovoked,,M,,N,,,,
2333,1995,Oct,USA,Florida,Unprovoked,Boogie boarding,M,13.0,N,Moderate,,,
2334,1995,Oct,USA,Florida,Unprovoked,Surfing,M,17.0,N,Minor,,,
2335,1995,Oct,AUSTRALIA,Queensland,Unprovoked,Playing / standing,F,15.0,N,Moderate,,400.0,400.0
2336,1995,Oct,USA,Florida,Unprovoked,Surfing,M,39.0,N,Moderate,,122.0,152.0
2337,1995,Sep,USA,Florida,Unprovoked,Surfing,M,14.0,N,Minor,,152.0,183.0
2338,1995,Sep,USA,Florida,Unprovoked,Surfing,M,17.0,N,Minor,,,
2339,1995,Sep,USA,California,Unprovoked,Windsurfing,M,25.0,N,Minor,,400.0,400.0
2340,1995,Sep,USA,Florida,Unprovoked,Surfing,M,19.0,N,Moderate,,180.0,180.0
2341,1995,Sep,USA,Florida,Unprovoked,Swimming,F,19.0,N,Minor,,,
2342,1995,Sep,REUNION,Saint-Denis,Unprovoked,Body-boarding,M,,Y,Fatal,,,
2343,1995,Sep,USA,Florida,Unprovoked,Scuba diving,M,25.0,Y,Fatal,,305.0,366.0
2344,1995,Sep,AUSTRALIA,Western Australia,Unprovoked,Abalone diving using Hookah (near calving whales),M,29.0,Y,Fatal,White,,
2345,1995,Sep,USA,California,Unprovoked,Abalone diving using Hookah (resting on the surface),M,32.0,N,Minor,,305.0,396.0
2346,1995,Sep,USA,North Carolina,Invalid,Swimming,M,9.0,,Moderate,,,
2347,1995,Aug,USA,Florida,Unprovoked,Surfing,M,19.0,N,Minor,,122.0,152.0
2348,1995,Aug,USA,South Carolina,Unprovoked,On a float,M,44.0,N,Moderate,,,
2349,1995,Aug,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,,,,
2350,1995,Aug,USA,Florida,Unprovoked,Surfing,M,16.0,N,Minor,,152.0,152.0
2351,1995,Aug,USA,Florida,Unprovoked,Surfing,M,18.0,N,Moderate,,,
2352,1995,Aug,USA,North Carolina,Unprovoked,Swimming,M,16.0,N,Minor,,122.0,152.0
2353,1995,Aug,USA,North Carolina,Unprovoked,Swimming ,M,23.0,N,Minor,,,
2354,1995,Aug,USA,Florida,Unprovoked,Surfing,M,19.0,N,Minor,,,
2355,1995,Aug,USA,North Carolina,Unprovoked,Diving,,,N,Minor,,122.0,152.0
2356,1995,Aug,TONGA,Vava’u,Unprovoked,Fishing,M,18.0,N,Major,,,
2357,1995,Aug,USA,Florida,Unprovoked,Wading,M,20.0,N,Moderate,,180.0,180.0
2358,1995,Aug,USA,North Carolina,Invalid,Swimming,M,15.0,,Minor,,,
2359,1995,Aug,USA,Florida,Unprovoked,Surfing,M,20.0,N,Moderate,,,
2360,1995,Aug,USA,South Carolina,Unprovoked,"""Riding waves on a board""",F,14.0,N,Minor,Blacktip,,
2361,1995,Aug,USA,Florida,Unprovoked,Body boarding,M,12.0,N,Minor,,122.0,152.0
2362,1995,Aug,TONGA,Vava’u,Invalid,Fishing,M,,,No injury,,,
2363,1995,Aug,USA,California,Invalid,Diving,M,,,Minor,,,
2364,1995,Jul,USA,Florida,Unprovoked,Surfing,M,,N,Minor,,,
2365,1995,Jul,USA,Florida,Unprovoked,Surfing,M,,N,Moderate,,,
2366,1995,Jul,USA,Florida,Unprovoked,Surfing,M,18.0,N,Moderate,,,
2367,1995,Jul,USA,Florida,Unprovoked,Standing,M,18.0,N,Moderate,,,
2368,1995,Jul,USA,South Carolina,Unprovoked,,M,12.0,N,Minor,,,
2369,1995,Jul,USA,South Carolina,Unprovoked,Swimming,F,7.0,N,Minor,,,
2370,1995,Jul,USA,Florida,Unprovoked,Body boarding,M,47.0,N,Minor,,,
2371,1995,Jul,BRAZIL,Pernambuco,Unprovoked,Surfing,M,18.0,Y,Fatal,,,
2372,1984,Nov,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,14.0,N,Moderate,,,
2373,1995,Jul,USA,Texas,Unprovoked,Surfing,M,34.0,N,Minor,,,
2374,1995,Jul,USA,Mississippi,Provoked,Fishing,F,32.0,N,Moderate,Blacktip,,
2375,1995,Jul,USA,South Carolina,Provoked,Jumped off surfboard & landed on the shark,M,,N,Minor,,,
2376,1995,Jun,USA,California,Unprovoked,Scuba diving (ascending using scooter),M,31.0,N,Moderate,,600.0,600.0
2377,1995,Jun,USA,California,Unprovoked,Kayaking,F,,N,Minor,White,,
2378,1995,Jun,USA,Georgia,Unprovoked,Playing / jumping,M,13.0,N,Minor,,,
2379,1995,Jun,USA,South Carolina,Unprovoked,Surfing,M,,N,Minor,,,
2380,1995,Jun,USA,Florida,Unprovoked,Swimming,M,45.0,N,Minor,,180.0,180.0
2381,1995,Jun,USA,Florida,Unprovoked,Swimming,F,10.0,N,Minor,,183.0,183.0
2382,1995,Jun,USA,Hawaii,Unprovoked,Swimming,M,38.0,N,Moderate,,370.0,370.0
2383,1995,Jun,HONG KONG,Clearwater Bay,Unprovoked,Swimming,F,45.0,Y,Fatal,,,
2384,1995,Jun,HONG KONG,New Territories,Unprovoked,Swimming,M,29.0,Y,Fatal,,183.0,213.0
2385,1995,May,HONG KONG,New Territories,Unprovoked,Diving,,44.0,Y,Fatal,,,
2386,1995,May,USA,Florida,Unprovoked,Surfing,M,15.0,N,Minor,,,
2387,1995,May,FIJI,Yasawa Islands,Unprovoked,Sleeping in anchored boat,M,69.0,Y,Fatal,,370.0,370.0
2388,1995,May,AUSTRALIA,Western Australia,Unprovoked,,,,,,,,
2389,1995,May,SOUTH KOREA,,Unprovoked,Diving for abalone,F,44.0,Y,Fatal,,400.0,400.0
2390,1995,Apr,USA,Florida,Invalid,,M,12.0,,Minor,,,
2391,1995,Apr,USA,Florida,Unprovoked,,M,20.0,N,Moderate,,,
2392,1995,Apr,AUSTRALIA,New South Wales,Unprovoked,Diving,M,,N,Minor,Wobbegong,,
2393,1995,Apr,JAPAN,Aichi Prefecture,Unprovoked,Scuba diving for bivalves,M,47.0,Y,Fatal,,600.0,600.0
2394,1995,Mar,AUSTRALIA,New South Wales,Unprovoked,Surf skiing,F,,N,Minor,,,
2395,1995,Mar,AUSTRALIA,South Australia,Unprovoked,Surfing,M,35.0,N,Moderate,,200.0,200.0
2396,1995,Mar,BRAZIL,Maranhão,Unprovoked,Swimming,,,Y,Fatal,,,
2397,1995,Feb,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Swimming,M,22.0,N,Moderate,Raggedtooth,,
2398,1995,Feb,VENEZUELA,,Unprovoked,Wind surfing,M,,N,Minor,,,
2399,1995,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming,M,14.0,Y,Fatal,,180.0,180.0
2400,1995,Jan,BRAZIL,Pernambuco,Unprovoked,Surfing,M,17.0,N,Minor,,,
2401,1995,,SOUTH AFRICA,,Invalid,Diving,M,33.0,,Major,,,
2402,1995,,AUSTRALIA,Queensland,Provoked,Snorkeling,M,,N,Minor,Leopard,,
2403,1995,,USA,North Carolina,Invalid,Scuba diving,M,,,Minor,,,
2404,1995,,USA,South Carolina,Unprovoked,,M,,,,,,
2405,1994,Dec,SOUTH AFRICA,Western Cape Province,Unprovoked,Body boarding,M,26.0,N,Minor,,550.0,550.0
2406,1994,Dec,USA,Hawaii,Unprovoked,"Surfing, sitting on board",,,N,Minor,,,
2407,1994,Dec,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,,,,
2408,1994,Dec,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,Minor,,,
2409,1994,Dec,VANUATU,Tafea Province,Unprovoked,,,,,,,,
2410,1994,Dec,AUSTRALIA,Queensland,Invalid,Murder victim,M,44.0,,,,,
2411,1994,Dec,USA,California,Unprovoked,Commercial diver (submerged or treading water),M,42.0,Y,Fatal,,503.0,549.0
2412,1994,Dec,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,Y,Fatal,,,
2413,1994,Nov,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,,N,Minor,,270.0,270.0
2414,1994,Nov,USA,Hawaii,Unprovoked,"Surfing, paddling seawards",F,34.0,N,Minor,,270.0,270.0
2415,1994,Nov,USA,Hawaii,Unprovoked,Surfing,,,N,Minor,,,
2416,1994,Oct,BRAZIL,Pernambuco,Unprovoked,Surfing,,,N,,,,
2417,1994,Oct,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,,,,
2418,1994,Oct,USA,Florida,Provoked,Wading,F,9.0,N,Minor,sand,,
2419,1994,Oct,USA,Florida,Unprovoked,Surfing,M,16.0,N,Minor,,,
2420,1994,Sep,USA,South Carolina,Unprovoked,Swimming,F,30.0,N,Minor,,,
2421,1994,Sep,USA,Oregon,Unprovoked,Surfing,M,43.0,N,Minor,,500.0,500.0
2422,1994,Sep,USA,Florida,Sea Disaster,Adrift on refugee raft,M,,Y,Fatal,,,
2423,1994,Sep,USA,Hawaii,Unprovoked,Jumped off rocks into white water,F,12.0,N,Minor,,,
2424,1994,Aug,JAPAN,Kagoshima Prefecture,Unprovoked,,,,N,,,,
2425,1994,Jul,BRAZIL,Pernambuco,Unprovoked,Surfing,M,15.0,N,Major,,,
2426,1994,Jul,BRAZIL,Pernambuco,Unprovoked,Swimming,M,,Y,Fatal,,,
2427,1994,Jul,REUNION,Saint-Denis,Unprovoked,Windsurfing,M,24.0,Y,Fatal,,305.0,351.0
2428,1994,Jul,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,22.0,Y,Fatal,,400.0,400.0
2429,1994,Jul,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,31.0,N,Minor,,400.0,400.0
2430,1994,Jul,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,,,,
2431,1994,Jul,USA,Florida,Unprovoked,Surfing,M,15.0,N,Moderate,,,
2432,1994,Jun,BAHAMAS,Grand Bahama Island,Unprovoked,Spearfishing,M,30.0,N,Major,,180.0,180.0
2433,1994,May,USA,Florida,Unprovoked,Surfing,M,24.0,N,Moderate,,,
2434,1994,May,USA,Florida,Unprovoked,Surfing,M,28.0,N,Moderate,,120.0,120.0
2435,1994,May,USA,Florida,Unprovoked,Spearfishing,M,35.0,N,Minor,,210.0,210.0
2436,1994,May,USA,Florida,Unprovoked,Wading,F,36.0,N,Moderate,,120.0,120.0
2437,1994,May,USA,Florida,Unprovoked,Wading,M,26.0,N,Minor,,,
2438,1994,May,USA,Florida,Unprovoked,Surfing,M,22.0,N,Moderate,,180.0,180.0
2439,1994,Apr,USA,California,Invalid,,F,25.0,,Major,,,
2440,1994,Apr,REUNION,Saint-Joseph,Unprovoked,,,,Y,Fatal,,300.0,300.0
2441,1994,Apr,BAHAMAS,,Unprovoked,Wading,M,,N,Minor,,61.0,91.0
2442,1994,Apr,USA,Florida,Unprovoked,Freediving for seashells,M,71.0,N,Moderate,,,
2443,1994,Apr,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,,Y,Fatal,,490.0,490.0
2444,1994,Mar,CHILE,,Unprovoked,Swimming alongside NOAA research vessel Discoverer,F,19.0,N,Major,,360.0,360.0
2445,1994,Mar,CHILE,,Unprovoked,Swimming alongside NOAA research vessel Discoverer,M,,N,Minor,,360.0,360.0
2446,1994,Mar,USA,California,Provoked,Removing shark from tank in nightclub ,M,33.0,N,Moderate,,122.0,122.0
2447,1994,Mar,BRAZIL,Pernambuco,Unprovoked,Surfing,M,25.0,N,Minor,,200.0,200.0
2448,1994,Feb,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,,N,Minor,,300.0,300.0
2449,1994,Feb,USA,Florida,Unprovoked,Surfing,M,23.0,N,Minor,,120.0,120.0
2450,1994,Feb,USA,Hawaii,Provoked,Fishing,M,,N,Minor,,,
2451,1994,Feb,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,15.0,N,Minor,,300.0,300.0
2452,1994,Feb,NEW CALEDONIA,South Province,Unprovoked,Fishing,,,Y,Fatal,,,
2453,1994,Jan,BRAZIL,Pernambuco,Unprovoked,Swimming,M,,N,Minor,,,
2454,1994,Jan,USA,Hawaii,Unprovoked,Surfing,M,,Y,Fatal,Tiger,,
2455,1994,Jan,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Windsurfing,M,44.0,N,Minor,,,
2456,1994,Jan,AUSTRALIA,Western Australia,Boating,Fishing,,,N,Minor,White,,
2457,1994,Jan,AUSTRALIA,Queensland,Unprovoked,"Swimming, after falling off towed kneeboard",M,23.0,N,Minor,,150.0,150.0
2458,1994,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming ,M,33.0,N,Minor,,130.0,130.0
2459,1994,,HONG KONG,,Unprovoked,Playing volleyball with friends,F,,N,Moderate,Tiger,503.0,701.0
2460,1994,,USA,Florida,Unprovoked,Surfing,M,,N,Minor,,,
2461,1993,Dec,USA,Hawaii,Unprovoked,Surfing,M,,Y,Fatal,,240.0,240.0
2462,1993,Nov,USA,Florida,Unprovoked,Swimming,M,30.0,N,Minor,,,
2463,1993,Nov,AUSTRALIA,Western Australia,Unprovoked,Hookah diving,M,27.0,Y,Fatal,Tiger,,
2464,1993,Nov,USA,Hawaii,Unprovoked,"Surfing, paddling shorewards",M,,N,Major,,,
2465,1993,Nov,SOMALIA,Banaadir Region,Unprovoked,Stamding,M,,Y,Fatal,,,
2466,1993,Oct,USA,California,Unprovoked,Surfing,M,26.0,N,Moderate,,396.0,503.0
2467,1993,Oct,USA,Florida,Unprovoked,Swimming,F,26.0,N,Moderate,,300.0,300.0
2468,1993,Oct,USA,California,Boating,Kayaking,F,34.0,N,Minor,,600.0,600.0
2469,1993,Oct,USA,Hawaii,Unprovoked,Surfing,,,N,Moderate,Tiger,,
2470,1993,Sep,SOMALIA,Banaadir Region,Unprovoked,Swimming,M,21.0,Y,Fatal,,,
2471,1993,Sep,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,36.0,N,Moderate,,300.0,300.0
2472,1993,Sep,EL SALVADOR,La Libertad,Unprovoked,Surfing,,15.0,N,Minor,,370.0,370.0
2473,1993,Sep,EL SALVADOR,La Libertad,Unprovoked,Surfing,M,17.0,Y,Fatal,,,
2474,1993,Sep,USA,Florida,Unprovoked,Wading,M,19.0,N,Minor,,91.0,91.0
2475,1993,Sep,USA,Florida,Unprovoked,,M,16.0,N,Minor,,,
2476,1993,Sep,SPAIN,Costa Blanca,Unprovoked,Swimming,M,69.0,N,Major,,120.0,120.0
2477,1993,Aug,BAHAMAS,Walkers Cay,Unprovoked,Spearfishing,M,51.0,N,Minor,,180.0,180.0
2478,1993,Aug,USA,Florida,Unprovoked,Surfing,,13.0,N,Minor,,,
2479,1993,Aug,USA,Hawaii,Unprovoked,"Surfing, paddling seawards",M,,N,Minor,,,
2480,1993,Aug,USA,California,Boating,Watching the shark feeding on a dead pinniped,,,N,Minor,,600.0,600.0
2481,1993,Aug,USA,North Carolina,Unprovoked,Riding floatation device,F,19.0,N,Major,Bull,,
2482,1993,Aug,AUSTRALIA,Western Australia,Boating,Fishing,,,N,Minor,,600.0,600.0
2483,1993,Aug,USA,California,Unprovoked,Free diving for abalone (ascending),M,39.0,N,Major,,549.0,610.0
2484,1993,Aug,NEW CALEDONIA,South Province,Unprovoked,Fishing for lobsters,M,,Y,Fatal,,,
2485,1993,Aug,EL SALVADOR,La Libertad,Boating,Oyster fishing,,,Y,Fatal,,,
2486,1993,Jul,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,28.0,N,Moderate,,400.0,400.0
2487,1993,Jul,USA,Florida,Unprovoked,Playing,F,12.0,N,Minor,,183.0,244.0
2488,1993,Jun,BRAZIL,Pernambuco,Unprovoked,Swimming,M,,Y,Fatal,,,
2489,1993,Jun,REUNION,Saint-Paul,Unprovoked,Body boarding,M,16.0,N,,,,
2490,1993,Jun,HONG KONG,New Territories,Unprovoked,Swimming,M,61.0,Y,Fatal,,,
2491,1993,Jun,MEXICO,Quintana Roo,Unprovoked,Scuba diving,F,42.0,Y,Fatal,,,
2492,1993,Jun,USA,Hawaii,Unprovoked,Paddling on surfboard or body board,M,22.0,N,Minor,,,
2493,1993,Jun,AUSTRALIA,New South Wales,Unprovoked,Scuba diving,M,31.0,Y,Fatal,,550.0,550.0
2494,1993,Jun,AUSTRALIA,Tasmania,Unprovoked,Scuba diving at seal colony,F,34.0,Y,Fatal,,500.0,500.0
2495,1993,Jun,HONG KONG,New Territories,Unprovoked,Swimming,M,42.0,Y,Fatal,,,
2496,1993,Jun,USA,North Carolina,Unprovoked,Swimming,F,,N,Minor,,183.0,183.0
2497,1993,May,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Unprovoked,,F,,Y,,,,
2498,1993,May,SOMALIA,Banaadir Region,Unprovoked,Swimming,F,,Y,Fatal,,,
2499,1993,Apr,AUSTRALIA,Tasmania,Invalid,Spearfishing,M,32.0,,Minor,,,
2500,1993,Mar,BRAZIL,Pernambuco,Unprovoked,Surfing,M,,N,,,,
2501,1993,Mar,USA,Florida,Unprovoked,Floating on his back,M,25.0,N,Moderate,,,
2502,1993,Mar,JAPAN,Ehime Prefecture,Unprovoked,,,,N,,,,
2503,1993,Mar,USA,Hawaii,Unprovoked,Paddling on surfboard,M,35.0,N,Moderate,,370.0,370.0
2504,1993,Mar,USA,California,Unprovoked,Free diving & spearfishing (ascending),M,55.0,N,Minor,White,,
2505,1993,Mar,NEW CALEDONIA,South Province,Unprovoked,Swimming,,,N,Minor,,,
2506,1993,Feb,TONGA,Tongapatu Group,Sea Disaster,Sea disaster,M,,N,Moderate,,,
2507,1993,Feb,TONGA,Tongapatu Group,Sea Disaster,Sea disaster,M,,N,Minor,,150.0,150.0
2508,1993,Feb,AUSTRALIA,Queensland,Provoked,Fishing,M,69.0,N,Moderate,,150.0,150.0
2509,1993,Jan,BRAZIL,Pernambuco,Unprovoked,Body boarding,M,15.0,N,Minor,,,
2510,1993,Jan,AUSTRALIA,Queensland,Unprovoked,Spearfishing,M,21.0,N,Moderate,,150.0,150.0
2511,1993,Jan,CARIBBEAN SEA,,Boating,   ,M,,N,Minor,,300.0,300.0
2512,1993,Jan,USA,Oregon,Unprovoked,Surfing,M,29.0,N,Minor,,600.0,600.0
2513,1993,,ANGOLA,West Africa,Unprovoked,Surfing,M,,N,Minor,,300.0,300.0
2514,1993,May,SOMALIA,Banaadir Region,Unprovoked,,,,Y,Fatal,,,
2515,1993,,TONGA,Vava’u,Unprovoked,Spearfishing,,30.0,N,Minor,,,
2516,1993,,USA,Florida,Unprovoked,Snorkeling,,,N,,Lemon,,
2517,1992,Dec,USA,Hawaii,Unprovoked,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10.0,N,Minor,,240.0,240.0
2518,1992,Dec,USA,Hawaii,Unprovoked,Lying on surfboard,M,30.0,N,Major,,305.0,488.0
2519,1992,Nov,USA,California,Unprovoked,Spearfishing / free diving,M,31.0,N,Moderate,,180.0,180.0
2520,1992,Nov,USA,Florida,Unprovoked,Surfing,M,19.0,N,Minor,,183.0,213.0
2521,1992,Nov,USA,Florida,Unprovoked,Surfing,M,24.0,N,Minor,,180.0,180.0
2522,1992,Nov,USA,California,Boating,Kayaking,M,46.0,N,Minor,,500.0,600.0
2523,1992,Nov,FIJI,Wakaya Island,Unprovoked,Scuba diving,M,30.0,N,Moderate,,300.0,300.0
2524,1992,Nov,USA,California,Unprovoked,Scuba diving (submerged),M,40.0,N,Minor,,,
2525,1992,Nov,USA,Florida,Unprovoked,Surfing,M,17.0,N,Minor,,,
2526,1992,Nov,USA,Hawaii,Unprovoked,Body boarding,M,18.0,Y,Fatal,,305.0,366.0
2527,1992,Oct,USA,California,Unprovoked,Hookah diving for sea urchins,M,40.0,N,Minor,,250.0,250.0
2528,1992,Oct,USA,Hawaii,Unprovoked,Surfing,M,28.0,N,Major,,430.0,430.0
2529,1992,Oct,AUSTRALIA,New South Wales,Unprovoked,Scuba diving,M,,N,Minor,,,
2530,1992,Oct,BRAZIL,Maranhão,Unprovoked,Boogie boarding,,,N,Minor,,,
2531,1992,Oct,AUSTRALIA,Queensland,Unprovoked,Surfing,M,28.0,Y,Fatal,,420.0,420.0
